dec_region,dec_vct_report_date,dec_total nitrogen,dec_total phosphorus,dec_dissolved phosphorus,dec_chlorophyll-a,dec_secchi depth,dec_temperature
Main Lake South,2019-09-25,0.38,13.0,8.0,8.18,3.6,17.7
Main Lake South,2019-09-27,0.38,13.0,8.0,8.18,3.6,17.7
Main Lake South,2019-09-28,0.4,14.0,9.0,6.6,3.7,17.35
Main Lake South,2019-09-29,0.4,14.0,9.0,6.6,3.7,17.35
Main Lake South,2019-09-30,0.4,14.0,9.0,6.6,3.7,17.35
Main Lake South,2019-10-01,0.4,14.0,9.0,6.6,3.7,17.35
Main Lake South,2019-10-02,0.4,14.0,9.0,6.6,3.7,17.35
Main Lake South,2019-10-03,0.4,14.0,9.0,6.6,3.7,17.35
Main Lake South,2019-10-06,0.42,15.0,10.0,5.02,3.8,17.0
Main Lake South,2019-10-08,0.42,15.0,10.0,5.02,3.8,17.0
Main Lake South,2019-10-09,0.42,15.0,10.0,5.02,3.8,17.0
Main Lake South,2019-10-14,0.37,12.0,7.0,4.25,5.4,14.1
Main Lake South,2019-10-16,0.37,12.0,7.0,4.25,5.4,14.1
Main Lake South,2019-10-17,0.37,12.0,7.0,4.25,5.4,14.1
Main Lake South,2019-10-23,0.37,12.0,7.0,4.25,5.4,14.1
Main Lake South,2019-10-26,,,,,,
Main Lake South,2019-10-29,,,,,,
Main Lake South,2019-10-30,,,,,,
Main Lake South,2019-11-06,,,,,,
Main Lake South,2020-06-09,0.42,18.9,7.2,19.0,2.4,12.8
Main Lake South,2020-06-26,,,,,,
Main Lake South,2020-07-01,0.40499999999999997,11.35,6.15,4.69,3.5,17.4
Main Lake South,2020-07-02,0.40499999999999997,11.35,6.15,4.69,3.5,17.4
Main Lake South,2020-07-03,0.40499999999999997,11.35,6.15,4.69,3.5,17.4
Main Lake South,2020-07-05,0.40499999999999997,11.35,6.15,4.69,3.5,17.4
Main Lake South,2020-07-06,0.40499999999999997,11.35,6.15,4.69,3.5,17.4
Main Lake South,2020-07-07,0.4125,13.4,6.85,13.195,3.0,19.65
Main Lake South,2020-07-08,0.4125,13.4,6.85,13.195,3.0,19.65
Main Lake South,2020-07-09,0.4125,13.4,6.85,13.195,3.0,19.65
Main Lake South,2020-07-10,0.4125,13.4,6.85,13.195,3.0,19.65
Main Lake South,2020-07-12,0.4125,13.4,6.85,13.195,3.0,19.65
Main Lake South,2020-07-13,0.4125,13.4,6.85,13.195,3.0,19.65
Main Lake South,2020-07-15,0.42000000000000004,15.450000000000001,7.55,21.7,2.5,21.9
Main Lake South,2020-07-16,0.42000000000000004,16.125,6.85,16.45,3.0,22.4
Main Lake South,2020-07-17,0.42000000000000004,16.125,6.85,16.45,3.0,22.4
Main Lake South,2020-07-18,0.42000000000000004,16.125,6.85,16.45,3.0,22.4
Main Lake South,2020-07-19,0.42000000000000004,16.125,6.85,16.45,3.0,22.4
Main Lake South,2020-07-20,0.42000000000000004,16.125,6.85,16.45,3.0,22.4
Main Lake South,2020-07-21,0.42,16.8,6.1499999999999995,11.2,3.5,22.9
Main Lake South,2020-07-22,0.42,16.8,6.1499999999999995,11.2,3.5,22.9
Main Lake South,2020-07-23,0.42,16.8,6.1499999999999995,11.2,3.5,22.9
Main Lake South,2020-07-24,0.42,16.8,6.1499999999999995,11.2,3.5,22.9
Main Lake South,2020-07-25,0.42,16.8,6.1499999999999995,11.2,3.5,22.9
Main Lake South,2020-07-26,0.42,16.8,6.1499999999999995,11.2,3.5,22.9
Main Lake South,2020-07-28,0.42,16.8,6.1499999999999995,11.2,3.5,22.9
Main Lake South,2020-07-29,0.39749999999999996,14.875,5.975,10.7,3.5,23.35
Main Lake South,2020-07-30,0.375,12.95,5.800000000000001,10.2,3.5,23.8
Main Lake South,2020-07-31,0.375,12.95,5.800000000000001,10.2,3.5,23.8
Main Lake South,2020-08-01,0.365,13.25,6.775,11.8,3.15,24.25
Main Lake South,2020-08-02,0.365,13.25,6.775,11.8,3.15,24.25
Main Lake South,2020-08-03,0.365,13.25,6.775,11.8,3.15,24.25
Main Lake South,2020-08-04,0.365,13.25,6.775,11.8,3.15,24.25
Main Lake South,2020-08-05,0.365,13.25,6.775,11.8,3.15,24.25
Main Lake South,2020-08-06,0.3666666666666667,14.200000000000001,6.533333333333334,9.613333333333333,3.1999999999999997,23.46666666666667
Main Lake South,2020-08-09,0.3666666666666667,14.200000000000001,6.533333333333334,9.613333333333333,3.1999999999999997,23.46666666666667
Main Lake South,2020-08-10,0.3666666666666667,14.200000000000001,6.533333333333334,9.613333333333333,3.1999999999999997,23.46666666666667
Main Lake South,2020-08-11,0.3666666666666667,14.200000000000001,6.533333333333334,9.613333333333333,3.1999999999999997,23.46666666666667
Main Lake South,2020-08-12,0.3625,14.825000000000001,6.9,9.32,3.05,23.299999999999997
Main Lake South,2020-08-13,0.3625,14.825000000000001,6.9,9.32,3.05,23.299999999999997
Main Lake South,2020-08-14,0.3625,14.825000000000001,6.9,9.32,3.05,23.299999999999997
Main Lake South,2020-08-15,0.37,16.1,6.050000000000001,5.24,3.3,21.9
Main Lake South,2020-08-17,0.37,16.1,6.050000000000001,5.24,3.3,21.9
Main Lake South,2020-08-18,0.37,16.1,6.050000000000001,5.24,3.3,21.9
Main Lake South,2020-08-19,0.375,15.05,6.675000000000001,5.73,3.15,22.25
Main Lake South,2020-08-20,0.38,14.0,7.300000000000001,6.22,3.0,22.6
Main Lake South,2020-08-21,0.38,14.0,7.300000000000001,6.22,3.0,22.6
Main Lake South,2020-08-23,0.38,14.0,7.300000000000001,6.22,3.0,22.6
Main Lake South,2020-08-24,0.38,14.0,7.300000000000001,6.22,3.0,22.6
Main Lake South,2020-08-25,0.38,14.0,7.300000000000001,6.22,3.0,22.6
Main Lake South,2020-08-26,0.38,14.0,7.300000000000001,6.22,3.0,22.6
Main Lake South,2020-08-27,0.38,14.0,7.300000000000001,6.22,3.0,22.6
Main Lake South,2020-08-28,0.38,14.0,7.300000000000001,6.22,3.0,22.6
Main Lake South,2020-08-29,0.38,14.0,7.300000000000001,6.22,3.0,22.6
Main Lake South,2020-08-31,0.38,14.0,7.300000000000001,6.22,3.0,22.6
Main Lake South,2020-09-01,0.3825,13.475,7.875,6.035,3.7,21.950000000000003
Main Lake South,2020-09-02,0.385,12.95,8.45,5.85,4.4,21.3
Main Lake South,2020-09-03,0.385,12.95,8.45,5.85,4.4,21.3
Main Lake South,2020-09-04,0.3875,14.475,8.674999999999999,6.675,3.45,21.25
Main Lake South,2020-09-06,0.3875,14.475,8.674999999999999,6.675,3.45,21.25
Main Lake South,2020-09-07,0.3875,14.475,8.674999999999999,6.675,3.45,21.25
Main Lake South,2020-09-08,0.3875,14.475,8.674999999999999,6.675,3.45,21.25
Main Lake South,2020-09-09,0.3875,14.475,8.674999999999999,6.675,3.45,21.25
Main Lake South,2020-09-10,0.3875,14.475,8.674999999999999,6.675,3.45,21.25
Main Lake South,2020-09-11,0.3875,14.475,8.674999999999999,6.675,3.45,21.25
Main Lake South,2020-09-12,0.3875,14.475,8.674999999999999,6.675,3.45,21.25
Main Lake South,2020-09-14,0.3875,14.475,8.674999999999999,6.675,3.45,21.25
Main Lake South,2020-09-15,0.39,16.0,8.899999999999999,7.5,2.5,21.2
Main Lake South,2020-09-16,0.395,15.025,8.549999999999999,9.25,2.75,19.549999999999997
Main Lake South,2020-09-17,0.395,15.025,8.549999999999999,9.25,2.75,19.549999999999997
Main Lake South,2020-09-19,0.4,14.05,8.2,11.0,3.0,17.9
Main Lake South,2020-09-20,0.4,14.05,8.2,11.0,3.0,17.9
Main Lake South,2020-09-21,0.4,14.05,8.2,11.0,3.0,17.9
Main Lake South,2020-09-22,0.4,14.05,8.2,11.0,3.0,17.9
Main Lake South,2020-09-23,0.4,14.05,8.2,11.0,3.0,17.9
Main Lake South,2020-09-24,0.4,14.05,8.2,11.0,3.0,17.9
Main Lake South,2020-09-25,0.4,14.05,8.2,11.0,3.0,17.9
Main Lake South,2020-09-26,0.4,14.05,8.2,11.0,3.0,17.9
Main Lake South,2020-09-28,0.4,14.05,8.2,11.0,3.0,17.9
Main Lake South,2020-09-29,0.4,14.05,8.2,11.0,3.0,17.9
Main Lake South,2020-09-30,,,,,,
Main Lake South,2020-10-01,,,,,,
Main Lake South,2020-10-04,,,,,,
Main Lake South,2020-10-05,,,,,,
Main Lake South,2020-10-06,,,,,,
Main Lake South,2020-10-07,,,,,,
Main Lake South,2020-10-08,,,,,,
Main Lake South,2020-10-09,,,,,,
Main Lake South,2020-10-10,0.36,11.2,8.1,4.57,5.1,14.0
Main Lake South,2020-10-13,0.36,11.2,8.1,4.57,5.1,14.0
Main Lake South,2020-10-14,0.36,11.2,8.1,4.57,5.1,14.0
Main Lake South,2020-10-15,0.38,11.55,7.55,4.235,4.85,13.8
Main Lake South,2020-10-19,0.38,11.55,7.55,4.235,4.85,13.8
Main Lake South,2020-10-20,0.38,11.55,7.55,4.235,4.85,13.8
Main Lake South,2020-10-21,0.38,11.55,7.55,4.235,4.85,13.8
Main Lake South,2020-10-26,0.4,11.9,7.0,3.9,4.6,13.6
Main Lake South,2020-10-27,0.4,11.9,7.0,3.9,4.6,13.6
Main Lake South,2020-10-28,0.4,11.9,7.0,3.9,4.6,13.6
Main Lake South,2020-11-04,,,,,,
Main Lake South,2020-11-05,,,,,,
Main Lake South,2020-11-08,,,,,,
Main Lake South,2021-06-22,0.37,11.299999999999999,5.9,3.08,4.0,16.5
Main Lake South,2021-06-23,0.37,11.299999999999999,5.9,3.08,4.0,16.5
Main Lake South,2021-06-24,0.37,11.299999999999999,5.9,3.08,4.0,16.5
Main Lake South,2021-06-25,0.37,11.299999999999999,5.9,3.08,4.0,16.5
Main Lake South,2021-06-26,0.37,11.299999999999999,5.9,3.08,4.0,16.5
Main Lake South,2021-06-27,0.37,11.299999999999999,5.9,3.08,4.0,16.5
Main Lake South,2021-06-28,0.37,11.299999999999999,5.9,3.08,4.0,16.5
Main Lake South,2021-06-29,0.38,9.899999999999999,5.45,1.96,8.05,14.6
Main Lake South,2021-06-30,0.38,9.899999999999999,5.45,1.96,8.05,14.6
Main Lake South,2021-07-01,0.38,9.899999999999999,5.45,1.96,8.05,14.6
Main Lake South,2021-07-02,0.38,9.899999999999999,5.45,1.96,8.05,14.6
Main Lake South,2021-07-03,0.39,8.5,5.0,0.84,12.1,12.7
Main Lake South,2021-07-05,0.39,8.5,5.0,0.84,12.1,12.7
Main Lake South,2021-07-06,0.39,8.5,5.0,0.84,12.1,12.7
Main Lake South,2021-07-07,0.39,8.5,5.0,0.84,12.1,12.7
Main Lake South,2021-07-08,0.39,8.5,5.0,0.84,12.1,12.7
Main Lake South,2021-07-09,0.39,8.5,5.0,0.84,12.1,12.7
Main Lake South,2021-07-11,0.39,8.5,5.0,0.84,12.1,12.7
Main Lake South,2021-07-12,0.39,8.5,5.0,0.84,12.1,12.7
Main Lake South,2021-07-13,,,,,,
Main Lake South,2021-07-14,0.385,11.1,6.25,4.42,4.0,19.4
Main Lake South,2021-07-15,0.385,11.1,6.25,4.42,4.0,19.4
Main Lake South,2021-07-16,0.385,11.1,6.25,4.42,4.0,19.4
Main Lake South,2021-07-17,0.38,11.25,5.875,3.99,6.35,20.15
Main Lake South,2021-07-19,0.38,11.25,5.875,3.99,6.35,20.15
Main Lake South,2021-07-20,0.38,11.25,5.875,3.99,6.35,20.15
Main Lake South,2021-07-21,0.38,11.25,5.875,3.99,6.35,20.15
Main Lake South,2021-07-22,0.38,11.25,5.875,3.99,6.35,20.15
Main Lake South,2021-07-23,0.38,11.25,5.875,3.99,6.35,20.15
Main Lake South,2021-07-24,0.375,11.283333333333333,6.316666666666667,5.026666666666666,5.5,20.53333333333333
Main Lake South,2021-07-25,0.375,11.283333333333333,6.316666666666667,5.026666666666666,5.5,20.53333333333333
Main Lake South,2021-07-26,0.375,11.283333333333333,6.316666666666667,5.026666666666666,5.5,20.53333333333333
Main Lake South,2021-07-27,0.375,11.283333333333333,6.316666666666667,5.026666666666666,5.5,20.53333333333333
Main Lake South,2021-07-28,0.36999999999999994,11.216666666666667,6.300000000000001,7.453333333333333,5.0,21.3
Main Lake South,2021-07-29,0.36999999999999994,11.216666666666667,6.300000000000001,7.453333333333333,5.0,21.3
Main Lake South,2021-07-30,0.36999999999999994,11.216666666666667,6.300000000000001,7.453333333333333,5.0,21.3
Main Lake South,2021-08-02,0.3675,11.125,6.700000000000001,9.399999999999999,3.15,21.5
Main Lake South,2021-08-03,0.3675,11.125,6.700000000000001,9.399999999999999,3.15,21.5
Main Lake South,2021-08-04,0.3675,11.125,6.700000000000001,9.399999999999999,3.15,21.5
Main Lake South,2021-08-05,0.3675,11.125,6.700000000000001,9.399999999999999,3.15,21.5
Main Lake South,2021-08-06,0.3675,11.125,6.700000000000001,9.399999999999999,3.15,21.5
Main Lake South,2021-08-07,0.37,10.899999999999999,6.2,11.7,2.5,21.7
Main Lake South,2021-08-09,0.37,10.899999999999999,6.2,11.7,2.5,21.7
Main Lake South,2021-08-10,0.3725,11.0,6.9,7.845,2.9,22.549999999999997
Main Lake South,2021-08-11,0.375,11.1,7.6,3.99,3.3,23.4
Main Lake South,2021-08-12,0.3775,11.475,7.4,4.050000000000001,3.4,22.049999999999997
Main Lake South,2021-08-13,0.3775,11.475,7.4,4.050000000000001,3.4,22.049999999999997
Main Lake South,2021-08-14,0.3775,11.475,7.4,4.050000000000001,3.4,22.049999999999997
Main Lake South,2021-08-16,0.3775,11.475,7.4,4.050000000000001,3.4,22.049999999999997
Main Lake South,2021-08-17,0.3775,11.475,7.4,4.050000000000001,3.4,22.049999999999997
Main Lake South,2021-08-18,0.3775,11.475,7.4,4.050000000000001,3.4,22.049999999999997
Main Lake South,2021-08-19,0.3775,11.475,7.4,4.050000000000001,3.4,22.049999999999997
Main Lake South,2021-08-20,0.3775,11.475,7.4,4.050000000000001,3.4,22.049999999999997
Main Lake South,2021-08-21,0.37833333333333335,12.35,7.416666666666667,4.493333333333333,3.766666666666667,22.2
Main Lake South,2021-08-22,0.37833333333333335,12.35,7.416666666666667,4.493333333333333,3.766666666666667,22.2
Main Lake South,2021-08-23,0.37833333333333335,12.35,7.416666666666667,4.493333333333333,3.766666666666667,22.2
Main Lake South,2021-08-24,0.38,12.975000000000001,7.325,4.745,4.0,21.6
Main Lake South,2021-08-25,0.38,12.975000000000001,7.325,4.745,4.0,21.6
Main Lake South,2021-08-26,0.38,14.100000000000001,7.449999999999999,5.38,4.5,22.5
Main Lake South,2021-08-27,0.38,14.100000000000001,7.449999999999999,5.38,4.5,22.5
Main Lake South,2021-08-30,0.38,14.100000000000001,7.449999999999999,5.38,4.5,22.5
Main Lake South,2021-08-31,0.38,14.100000000000001,7.449999999999999,5.38,4.5,22.5
Main Lake South,2021-09-01,0.38,14.100000000000001,7.449999999999999,5.38,4.5,22.5
Main Lake South,2021-09-02,0.38,15.0,8.175,6.800000000000001,3.95,22.3
Main Lake South,2021-09-04,0.37,15.05,8.45,6.53,3.25,21.5
Main Lake South,2021-09-06,0.37,15.05,8.45,6.53,3.25,21.5
Main Lake South,2021-09-07,0.37,15.05,8.45,6.53,3.25,21.5
Main Lake South,2021-09-08,0.37,15.05,8.45,6.53,3.25,21.5
Main Lake South,2021-09-09,0.37,15.05,8.45,6.53,3.25,21.5
Main Lake South,2021-09-10,0.37,15.05,8.45,6.53,3.25,21.5
Main Lake South,2021-09-11,0.37,15.05,8.45,6.53,3.25,21.5
Main Lake South,2021-09-12,0.37,15.05,8.45,6.53,3.25,21.5
Main Lake South,2021-09-13,0.37,15.05,8.45,6.53,3.25,21.5
Main Lake South,2021-09-14,0.37,15.05,8.45,6.53,3.25,21.5
Main Lake South,2021-09-15,0.37,15.05,8.45,6.53,3.25,21.5
Main Lake South,2021-09-16,0.36,14.2,8.0,4.84,3.1,20.9
Main Lake South,2021-09-17,,,,,,
Main Lake South,2021-09-18,0.385,13.5,9.3,12.9,2.9,20.3
Main Lake South,2021-09-20,0.385,13.5,9.3,12.9,2.9,20.3
Main Lake South,2021-09-21,0.385,13.5,9.3,12.9,2.9,20.3
Main Lake South,2021-09-22,0.385,13.5,9.3,12.9,2.9,20.3
Main Lake South,2021-09-23,0.385,13.5,9.3,12.9,2.9,20.3
Main Lake South,2021-09-24,0.385,13.5,9.3,12.9,2.9,20.3
Main Lake South,2021-09-25,0.385,13.5,9.3,12.9,2.9,20.3
Main Lake South,2021-09-27,0.385,13.5,9.3,12.9,2.9,20.3
Main Lake South,2021-09-28,0.385,13.5,9.3,12.9,2.9,20.3
Main Lake South,2021-09-29,0.385,13.5,9.3,12.9,2.9,20.3
Main Lake South,2021-10-01,0.385,13.5,9.3,12.9,2.9,20.3
Main Lake South,2021-10-03,,,,,,
Main Lake South,2021-10-04,,,,,,
Main Lake South,2021-10-05,,,,,,
Main Lake South,2021-10-06,,,,,,
Main Lake South,2021-10-07,,,,,,
Main Lake South,2021-10-08,,,,,,
Main Lake South,2021-10-09,,,,,,
Main Lake South,2021-10-10,,,,,,
Main Lake South,2021-10-11,,,,,,
Main Lake South,2021-10-12,,,,,,
Main Lake South,2021-10-13,0.405,11.2,8.2,5.26,5.0,16.6
Main Lake South,2021-10-14,0.405,11.2,8.2,5.26,5.0,16.6
Main Lake South,2021-10-15,0.405,11.2,8.2,5.26,5.0,16.6
Main Lake South,2021-10-18,0.3925,10.8,6.6499999999999995,5.779999999999999,4.4,16.75
Main Lake South,2021-10-20,0.3925,10.8,6.6499999999999995,5.779999999999999,4.4,16.75
Main Lake South,2021-10-21,0.38833333333333336,10.9,6.466666666666666,4.723333333333334,5.0,16.466666666666665
Main Lake South,2021-10-23,0.38833333333333336,10.9,6.466666666666666,4.723333333333334,5.0,16.466666666666665
Main Lake South,2021-10-24,0.38833333333333336,10.9,6.466666666666666,4.723333333333334,5.0,16.466666666666665
Main Lake South,2021-10-26,0.38833333333333336,10.9,6.466666666666666,4.723333333333334,5.0,16.466666666666665
Main Lake South,2021-10-27,0.38,10.75,5.6,4.455,5.0,16.4
Main Lake South,2021-10-29,0.38,10.75,5.6,4.455,5.0,16.4
Main Lake South,2021-10-30,0.38,11.1,6.1,2.61,6.2,15.9
Main Lake South,2021-11-01,0.38,11.1,6.1,2.61,6.2,15.9
Main Lake South,2021-11-04,,,,,,
Main Lake South,2021-11-05,,,,,,
Main Lake South,2021-11-06,,,,,,
Main Lake South,2022-06-22,0.42000000000000004,12.05,17.45,5.02,2.5,
Main Lake South,2022-06-23,0.42000000000000004,12.05,17.45,5.02,2.5,
Main Lake South,2022-06-24,0.42000000000000004,12.05,17.45,5.02,2.5,
Main Lake South,2022-06-25,0.42000000000000004,12.05,17.45,5.02,2.5,
Main Lake South,2022-06-27,0.42000000000000004,12.05,17.45,5.02,2.5,
Main Lake South,2022-06-28,,,,,,
Main Lake South,2022-06-29,,,,,,
Main Lake South,2022-06-30,0.355,14.2,8.8,3.3,2.3,
Main Lake South,2022-07-01,0.355,14.2,8.8,3.3,2.3,
Main Lake South,2022-07-03,0.355,14.2,8.8,3.3,2.3,
Main Lake South,2022-07-04,0.355,14.2,8.8,3.3,2.3,
Main Lake South,2022-07-05,0.355,14.2,8.8,3.3,2.3,
Main Lake South,2022-07-06,0.355,14.2,8.8,3.3,2.3,
Main Lake South,2022-07-07,0.355,14.2,8.8,3.3,2.3,
Main Lake South,2022-07-08,0.37,13.625,8.450000000000001,3.8,2.95,
Main Lake South,2022-07-11,0.37,13.625,8.450000000000001,3.8,2.95,
Main Lake South,2022-07-12,0.3866666666666667,14.300000000000002,8.25,4.613333333333333,2.8666666666666667,
Main Lake South,2022-07-13,0.3866666666666667,14.300000000000002,8.25,4.613333333333333,2.8666666666666667,
Main Lake South,2022-07-14,0.4025,14.350000000000001,7.9750000000000005,5.27,3.1500000000000004,
Main Lake South,2022-07-15,0.4025,14.350000000000001,7.9750000000000005,5.27,3.1500000000000004,
Main Lake South,2022-07-16,0.4025,14.350000000000001,7.9750000000000005,5.27,3.1500000000000004,
Main Lake South,2022-07-17,0.4025,14.350000000000001,7.9750000000000005,5.27,3.1500000000000004,
Main Lake South,2022-07-18,0.4025,14.350000000000001,7.9750000000000005,5.27,3.1500000000000004,
Main Lake South,2022-07-19,0.4025,14.350000000000001,7.9750000000000005,5.27,3.1500000000000004,
Main Lake South,2022-07-20,0.4025,14.350000000000001,7.9750000000000005,5.27,3.1500000000000004,
Main Lake South,2022-07-21,0.4025,14.350000000000001,7.9750000000000005,5.27,3.1500000000000004,
Main Lake South,2022-07-22,0.42000000000000004,15.650000000000002,7.85,6.24,2.7,
Main Lake South,2022-07-24,0.385,12.5,7.225,5.715,3.0,
Main Lake South,2022-07-25,0.385,12.5,7.225,5.715,3.0,
Main Lake South,2022-07-26,0.35,9.35,6.6,5.19,3.3,
Main Lake South,2022-07-27,0.35,9.35,6.6,5.19,3.3,
Main Lake South,2022-07-28,0.35,9.35,6.6,5.19,3.3,
Main Lake South,2022-07-29,0.35,9.35,6.6,5.19,3.3,
Main Lake South,2022-07-30,0.35,9.35,6.6,5.19,3.3,
Main Lake South,2022-08-01,0.35,9.35,6.6,5.19,3.3,
Main Lake South,2022-08-02,0.39249999999999996,11.274999999999999,7.45,2.9450000000000003,4.35,
Main Lake South,2022-08-03,0.39249999999999996,11.274999999999999,7.45,2.9450000000000003,4.35,
Main Lake South,2022-08-04,0.39249999999999996,11.274999999999999,7.45,2.9450000000000003,4.35,
Main Lake South,2022-08-05,0.39249999999999996,11.274999999999999,7.45,2.9450000000000003,4.35,
Main Lake South,2022-08-08,0.435,13.2,8.3,0.7,5.4,
Main Lake South,2022-08-09,0.435,13.2,8.3,0.7,5.4,
Main Lake South,2022-08-10,0.435,13.2,8.3,0.7,5.4,
Main Lake South,2022-08-11,0.435,13.2,8.3,0.7,5.4,
Main Lake South,2022-08-12,0.46499999999999997,13.424999999999999,8.8,1.5,5.800000000000001,
Main Lake South,2022-08-13,0.46499999999999997,13.424999999999999,8.8,1.5,5.800000000000001,
Main Lake South,2022-08-14,0.46499999999999997,13.424999999999999,8.8,1.5,5.800000000000001,
Main Lake South,2022-08-15,0.46499999999999997,13.424999999999999,8.8,1.5,5.800000000000001,
Main Lake South,2022-08-16,0.495,13.649999999999999,9.3,2.3,6.2,
Main Lake South,2022-08-17,0.495,13.649999999999999,9.3,2.3,6.2,
Main Lake South,2022-08-18,0.495,13.649999999999999,9.3,2.3,6.2,
Main Lake South,2022-08-19,0.495,13.649999999999999,9.3,2.3,6.2,
Main Lake South,2022-08-20,0.4325,13.774999999999999,9.325000000000001,3.205,5.2,
Main Lake South,2022-08-22,0.4325,13.774999999999999,9.325000000000001,3.205,5.2,
Main Lake South,2022-08-23,0.4325,13.774999999999999,9.325000000000001,3.205,5.2,
Main Lake South,2022-08-24,0.4325,13.774999999999999,9.325000000000001,3.205,5.2,
Main Lake South,2022-08-25,0.4325,13.774999999999999,9.325000000000001,3.205,5.2,
Main Lake South,2022-08-27,0.3825,13.424999999999999,9.65,6.890000000000001,3.4000000000000004,
Main Lake South,2022-08-29,0.3825,13.424999999999999,9.65,6.890000000000001,3.4000000000000004,
Main Lake South,2022-08-30,0.3825,13.424999999999999,9.65,6.890000000000001,3.4000000000000004,
Main Lake South,2022-08-31,0.3825,13.424999999999999,9.65,6.890000000000001,3.4000000000000004,
Main Lake South,2022-09-01,0.3825,13.424999999999999,9.65,6.890000000000001,3.4000000000000004,
Main Lake South,2022-09-02,0.3825,13.424999999999999,9.65,6.890000000000001,3.4000000000000004,
Main Lake South,2022-09-03,0.395,12.95,9.95,9.67,2.6,
Main Lake South,2022-09-05,0.395,12.95,9.95,9.67,2.6,
Main Lake South,2022-09-06,0.395,12.95,9.95,9.67,2.6,
Main Lake South,2022-09-07,0.395,12.95,9.95,9.67,2.6,
Main Lake South,2022-09-08,0.395,12.95,9.95,9.67,2.6,
Main Lake South,2022-09-09,,,,,,
Main Lake South,2022-09-10,0.39,10.850000000000001,8.0,9.17,3.3,
Main Lake South,2022-09-12,0.39,10.850000000000001,8.0,9.17,3.3,
Main Lake South,2022-09-13,0.39,10.850000000000001,8.0,9.17,3.3,
Main Lake South,2022-09-14,0.39,10.850000000000001,8.0,9.17,3.3,
Main Lake South,2022-09-15,0.39,10.850000000000001,8.0,9.17,3.3,
Main Lake South,2022-09-16,0.39,10.850000000000001,8.0,9.17,3.3,
Main Lake South,2022-09-19,0.39,10.850000000000001,8.0,9.17,3.3,
Main Lake South,2022-09-20,0.3875,12.225000000000001,8.15,7.609999999999999,3.25,
Main Lake South,2022-09-21,0.385,12.066666666666668,7.966666666666666,7.273333333333333,3.533333333333333,
Main Lake South,2022-09-22,0.385,12.066666666666668,7.966666666666666,7.273333333333333,3.533333333333333,
Main Lake South,2022-09-23,0.385,12.066666666666668,7.966666666666666,7.273333333333333,3.533333333333333,
Main Lake South,2022-09-28,0.3825,12.675,7.95,6.324999999999999,3.65,
Main Lake South,2022-09-29,0.3825,12.675,7.95,6.324999999999999,3.65,
Main Lake South,2022-10-05,,,,,,
Main Lake South,2022-10-06,,,,,,
Main Lake South,2022-10-07,0.385,12.049999999999999,7.3999999999999995,4.26,3.5,
Main Lake South,2022-10-12,0.385,12.049999999999999,7.3999999999999995,4.26,3.5,
Main Lake South,2022-10-13,0.385,12.049999999999999,7.3999999999999995,4.26,3.5,
Main Lake South,2022-10-14,0.385,12.049999999999999,7.3999999999999995,4.26,3.5,
Main Lake South,2022-10-19,0.3675,13.125,8.1,5.795,3.6,
Main Lake South,2022-10-21,0.35,14.2,8.8,7.33,3.7,
Main Lake South,2022-10-22,0.35,14.2,8.8,7.33,3.7,
Main Lake South,2022-10-26,0.35,14.2,8.8,7.33,3.7,
Main Lake South,2022-10-27,0.35,14.2,8.8,7.33,3.7,
Main Lake South,2022-10-28,0.35,14.2,8.8,7.33,3.7,
Main Lake South,2022-11-02,,,,,,
Main Lake South,2022-11-05,,,,,,
Main Lake South,2022-11-09,,,,,,
Malletts Bay,2013-06-18,,,,,,
Malletts Bay,2013-06-23,,,,,,
Malletts Bay,2013-06-25,,,,,,
Malletts Bay,2013-06-30,,,,,,
Malletts Bay,2013-07-03,,,,,,
Malletts Bay,2013-07-06,,,,,,
Malletts Bay,2013-07-07,,,,,,
Malletts Bay,2013-07-08,,,,,,
Malletts Bay,2013-07-14,,,,,,
Malletts Bay,2013-07-21,,,,,,
Malletts Bay,2013-07-22,,,,,,
Malletts Bay,2013-07-29,,,,,,
Malletts Bay,2013-08-05,,,,,,
Malletts Bay,2013-08-11,,,,,,
Malletts Bay,2013-08-12,,,,,,
Malletts Bay,2013-08-18,,,,,,
Malletts Bay,2013-08-25,,,,,,
Malletts Bay,2013-09-01,,,,,,
Malletts Bay,2014-06-01,0.425,13.45,7.4,4.585,2.15,14.25
Malletts Bay,2014-06-13,0.39249999999999996,14.55,9.225,1.82,4.65,19.35
Malletts Bay,2014-06-15,0.39249999999999996,14.55,9.225,1.82,4.65,19.35
Malletts Bay,2014-06-16,0.39249999999999996,14.55,9.225,1.82,4.65,19.35
Malletts Bay,2014-06-19,0.4166666666666667,14.183333333333332,8.5,2.3833333333333333,4.266666666666667,19.900000000000002
Malletts Bay,2014-06-20,0.40499999999999997,13.024999999999999,6.75,2.69,4.35,20.8
Malletts Bay,2014-06-22,0.40499999999999997,13.024999999999999,6.75,2.69,4.35,20.8
Malletts Bay,2014-06-23,0.40499999999999997,13.024999999999999,6.75,2.69,4.35,20.8
Malletts Bay,2014-06-24,0.46499999999999997,13.45,7.050000000000001,3.51,3.5,21.0
Malletts Bay,2014-06-27,0.46499999999999997,13.45,7.050000000000001,3.51,3.5,21.0
Malletts Bay,2014-06-30,0.46499999999999997,13.45,7.050000000000001,3.51,3.5,21.0
